Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,PSCH,PSCD,PSCA
E0,14/09/2020,Sheffield United,Wolves,0,2,A,0,2,A,M Dean,9,11,2,4,13,7,12,5,2,1,0,0,3.25,3.1,2.37,3.41,3.03,2.46,3.3,3.1,2.38,3.28,2.9,2.68
E0,19/09/2020,Everton,West Brom,5,2,H,2,1,H,M Dean,17,6,7,4,9,11,11,1,1,0,0,1,1.5,4.2,6.5,1.55,4.33,6.46,1.52,4.2,6.5,1.61,4.12,6.41
E0,19/09/2020,Leeds,Fulham,4,3,H,2,1,H,A Taylor,10,14,7,6,13,18,5,3,1,2,0,0,1.61,3.9,5.75,1.65,4.05,5.61,1.63,3.9,5.5,1.75,3.91,5.12
E0,19/09/2020,Man United,Crystal Palace,1,3,A,0,1,A,M Atkinson,13,14,4,5,13,10,9,3,2,1,0,0,1.3,5.5,9.5,1.3,5.88,9.8,1.3,5.5,10.0,1.38,5.18,9.33
E0,19/09/2020,Arsenal,West Ham,2,1,H,1,1,D,M Oliver,7,14,3,3,11,13,7,5,0,1,0,0,1.53,4.5,5.5,1.54,4.58,6.09,1.52,4.4,6.0,1.53,4.53,6.81
E0,20/09/2020,Southampton,Tottenham,2,5,A,1,1,D,D Coote,14,9,7,6,16,18,3,2,4,3,0,0,3.0,3.3,2.37,3.12,3.39,2.41,3.1,3.3,2.35,3.45,3.46,2.27
E0,20/09/2020,Newcastle,Brighton,0,3,A,0,2,A,K Friend,6,13,0,6,16,15,7,1,3,0,0,1,2.6,3.1,2.87,2.66,3.22,2.91,2.7,3.2,2.75,2.7,3.21,2.96
E0,20/09/2020,Chelsea,Liverpool,0,2,A,0,0,D,P Tierney,5,18,3,6,10,6,1,11,0,0,1,0,3.1,3.6,2.2,3.2,3.85,2.19,3.2,3.6,2.2,3.32,3.89,2.17
E0,20/09/2020,Leicester,Burnley,4,2,H,1,1,D,L Mason,14,16,6,5,11,13,15,4,1,2,0,0,1.61,4.0,5.5,1.63,4.13,5.79,1.62,3.9,5.8,1.55,4.36,6.74
E0,21/09/2020,Aston Villa,Sheffield United,1,0,H,0,0,D,G Scott,18,4,2,1,12,13,10,4,3,1,0,1,2.7,3.1,2.75,2.77,3.22,2.78,2.7,3.2,2.7,2.46,3.19,3.35
E0,21/09/2020,Wolves,Man City,1,3,A,0,2,A,A Marriner,10,14,1,9,6,8,4,6,0,3,0,0,6.5,4.33,1.5,6.27,4.35,1.56,6.5,4.2,1.53,6.7,4.55,1.53
E0,26/09/2020,Brighton,Man United,2,3,A,1,1,D,C Kavanagh,18,7,5,3,18,16,7,1,4,2,0,0,4.75,3.75,1.72,5.1,3.82,1.78,5.0,3.7,1.73,5.58,4.36,1.63
E0,26/09/2020,Crystal Palace,Everton,1,2,A,1,2,A,K Friend,8,10,1,5,16,15,7,6,3,1,0,0,3.75,3.25,2.1,3.72,3.44,2.17,3.7,3.25,2.1,3.58,3.34,2.27
E0,26/09/2020,West Brom,Chelsea,3,3,D,3,0,H,J Moss,9,22,3,10,8,16,3,9,1,3,0,0,9.0,4.75,1.36,8.55,5.33,1.39,8.5,4.8,1.38,6.96,5.03,1.47
E0,26/09/2020,Burnley,Southampton,0,1,A,0,1,A,A Marriner,10,5,2,1,8,10,8,2,1,0,0,0,3.2,3.3,2.3,3.41,3.31,2.36,3.3,3.2,2.3,3.37,3.47,2.3
E0,27/09/2020,Sheffield United,Leeds,0,1,A,0,0,D,P Tierney,14,17,4,9,18,4,5,7,2,1,0,0,2.7,3.3,2.62,2.83,3.5,2.63,2.7,3.3,2.62,3.09,3.44,2.47
E0,27/09/2020,Tottenham,Newcastle,1,1,D,1,0,H,P Bankes,23,6,12,1,15,9,10,4,1,4,0,0,1.45,4.5,7.0,1.49,4.67,7.38,1.47,4.33,7.5,1.42,5.05,8.16
E0,27/09/2020,Man City,Leicester,2,5,A,1,1,D,M Oliver,16,7,5,7,13,8,3,4,1,3,0,0,1.28,6.0,9.5,1.31,6.19,10.09,1.27,5.8,11.0,1.32,5.9,9.96
E0,27/09/2020,West Ham,Wolves,4,0,H,1,0,H,M Atkinson,15,11,7,2,7,11,1,3,0,1,0,0,3.6,3.5,2.05,3.87,3.5,2.1,3.7,3.4,2.05,3.43,3.35,2.33
E0,28/09/2020,Fulham,Aston Villa,0,3,A,0,2,A,S Attwell,16,12,3,5,18,14,5,3,6,3,0,0,2.9,3.25,2.5,2.98,3.32,2.54,2.9,3.25,2.5,3.04,3.49,2.48
E0,28/09/2020,Liverpool,Arsenal,3,1,H,2,1,H,C Pawson,21,4,8,3,11,7,7,3,2,2,0,0,1.45,4.75,6.5,1.5,4.76,6.53,1.47,4.6,6.5,1.5,5.25,5.95
E0,03/10/2020,Chelsea,Crystal Palace,4,0,H,0,0,D,M Oliver,17,4,6,0,17,13,8,5,2,0,0,0,1.4,4.75,8.0,1.43,4.86,7.79,1.42,4.6,8.0,1.56,4.31,6.67
E0,03/10/2020,Everton,Brighton,4,2,H,2,1,H,S Hooper,11,11,6,3,13,14,3,10,0,1,0,0,1.72,3.75,4.8,1.78,3.82,4.82,1.75,3.6,5.0,1.81,3.86,4.78
E0,03/10/2020,Leeds,Man City,1,1,D,0,1,A,M Dean,12,23,7,2,11,12,7,10,2,1,0,0,7.5,5.25,1.36,7.98,5.31,1.37,8.0,5.0,1.38,8.85,7.49,1.28
E0,03/10/2020,Newcastle,Burnley,3,1,H,1,0,H,D Coote,10,7,5,3,13,17,3,4,2,3,0,0,2.4,3.2,3.1,2.51,3.2,3.12,2.45,3.1,3.1,2.45,3.38,3.17
E0,04/10/2020,Leicester,West Ham,0,3,A,0,2,A,A Madley,4,14,0,6,11,8,6,4,2,2,0,0,1.61,4.2,5.25,1.7,4.16,4.94,1.7,4.0,4.8,1.87,3.88,4.38
E0,04/10/2020,Southampton,West Brom,2,0,H,1,0,H,C Kavanagh,13,5,7,2,19,10,5,1,2,1,0,0,1.72,3.8,4.75,1.78,3.91,4.71,1.75,3.8,4.6,1.88,3.88,4.34
E0,04/10/2020,Arsenal,Sheffield United,2,1,H,0,0,D,L Mason,6,6,5,2,3,9,2,4,0,1,0,0,1.57,4.0,6.0,1.56,4.17,6.73,1.55,4.0,6.5,1.5,4.46,7.41
E0,04/10/2020,Wolves,Fulham,1,0,H,0,0,D,D England,14,10,5,2,15,8,6,2,1,1,0,0,1.5,4.0,7.5,1.51,4.2,7.63,1.52,3.9,7.5,1.82,3.64,5.08
E0,04/10/2020,Man United,Tottenham,1,6,A,1,4,A,A Taylor,5,22,2,8,14,10,2,4,2,1,1,0,1.85,3.8,4.0,1.93,3.76,4.09,1.91,3.7,3.9,2.12,3.7,3.6
E0,04/10/2020,Aston Villa,Liverpool,7,2,H,4,1,H,M Atkinson,18,14,11,8,7,10,2,7,2,1,0,0,10.0,5.5,1.3,10.05,5.4,1.33,9.0,5.25,1.33,6.76,5.1,1.47
E0,17/10/2020,Everton,Liverpool,2,2,D,1,1,D,M Oliver,11,22,5,8,15,9,2,5,3,2,1,0,3.75,4.2,1.83,4.04,4.2,1.87,4.0,3.9,1.83,4.22,4.24,1.83
E0,17/10/2020,Chelsea,Southampton,3,3,D,2,1,H,P Bankes,11,13,5,6,11,9,6,2,1,1,0,0,1.45,4.75,6.5,1.56,4.53,6.14,1.53,4.33,6.0,1.62,4.53,5.39
E0,17/10/2020,Man City,Arsenal,1,0,H,1,0,H,C Kavanagh,13,11,5,3,15,10,6,6,4,1,0,0,1.44,5.0,6.5,1.51,4.87,6.36,1.47,4.75,6.0,1.55,4.81,5.76
E0,17/10/2020,Newcastle,Man United,1,4,A,1,1,D,C Pawson,7,28,4,14,9,12,0,7,1,1,0,0,4.75,4.0,1.66,4.87,4.18,1.74,4.75,4.0,1.7,4.77,4.21,1.74
E0,18/10/2020,Sheffield United,Fulham,1,1,D,0,0,D,A Marriner,10,15,6,6,5,9,2,5,0,2,0,0,2.1,3.3,3.7,2.15,3.4,3.84,2.1,3.25,3.75,2.4,3.16,3.48
E0,18/10/2020,Crystal Palace,Brighton,1,1,D,1,0,H,S Attwell,1,20,1,3,13,12,2,5,3,2,0,1,2.62,3.3,2.7,2.73,3.34,2.83,2.62,3.25,2.75,3.27,3.25,2.47
E0,18/10/2020,Tottenham,West Ham,3,3,D,3,0,H,P Tierney,11,13,6,4,13,12,3,7,0,5,0,0,1.57,4.33,5.5,1.64,4.21,5.63,1.62,4.0,5.5,1.65,4.17,5.61
E0,18/10/2020,Leicester,Aston Villa,0,1,A,0,0,D,J Moss,11,10,5,4,18,18,2,7,4,3,0,0,1.83,3.8,4.1,1.93,3.89,4.1,1.88,3.7,4.0,2.48,3.62,2.95
E0,19/10/2020,West Brom,Burnley,0,0,D,0,0,D,A Taylor,13,9,6,4,15,17,8,2,2,2,0,0,2.45,3.3,2.9,2.54,3.37,3.05,2.45,3.3,3.0,2.73,3.25,2.9
E0,19/10/2020,Leeds,Wolves,0,1,A,0,0,D,D Coote,13,7,2,3,13,12,8,3,2,1,0,0,2.5,3.3,2.87,2.55,3.31,3.07,2.45,3.25,3.0,2.61,3.35,2.96
E0,23/10/2020,Aston Villa,Leeds,0,3,A,0,0,D,P Tierney,12,27,4,9,14,17,6,5,2,2,0,0,2.05,3.75,3.3,2.13,3.83,3.44,2.1,3.7,3.3,1.93,4.12,3.88
E0,24/10/2020,West Ham,Man City,1,1,D,1,0,H,A Taylor,6,14,2,7,14,6,2,10,2,0,0,0,8.0,5.25,1.36,7.51,5.3,1.42,7.5,5.0,1.4,6.97,5.13,1.45
E0,24/10/2020,Fulham,Crystal Palace,1,2,A,0,1,A,G Scott,16,14,3,10,11,11,4,4,0,1,1,0,2.75,3.1,2.7,2.8,3.21,2.86,2.7,3.2,2.75,2.66,3.14,3.08
E0,24/10/2020,Man United,Chelsea,0,0,D,0,0,D,M Atkinson,14,6,4,1,8,6,9,6,3,1,0,0,2.37,3.6,2.8,2.45,3.65,2.97,2.35,3.6,2.88,2.69,3.46,2.79
E0,24/10/2020,Liverpool,Sheffield United,2,1,H,1,1,D,M Dean,17,13,5,2,7,15,7,3,0,3,0,0,1.22,6.5,12.0,1.25,6.66,12.96,1.25,6.0,12.0,1.22,7.45,13.55
E0,25/10/2020,Southampton,Everton,2,0,H,2,0,H,K Friend,12,6,6,2,11,11,4,5,1,2,0,1,2.75,3.4,2.55,2.84,3.58,2.58,2.75,3.4,2.55,3.08,3.56,2.41
E0,25/10/2020,Wolves,Newcastle,1,1,D,0,0,D,L Mason,16,5,3,2,10,10,2,3,0,1,0,0,1.75,3.5,5.25,1.79,3.59,5.48,1.75,3.5,5.25,1.86,3.52,5.01
E0,25/10/2020,Arsenal,Leicester,0,1,A,0,0,D,C Pawson,12,6,4,2,13,9,9,3,3,5,0,0,1.9,3.75,3.8,1.95,3.83,4.06,1.91,3.7,3.9,2.0,3.57,4.17
E0,26/10/2020,Brighton,West Brom,1,1,D,1,0,H,J Moss,5,9,3,3,14,7,6,2,2,0,0,0,1.7,4.0,4.75,1.78,4.08,4.7,1.75,3.8,4.6,1.67,4.3,5.26
E0,26/10/2020,Burnley,Tottenham,0,1,A,0,0,D,M Oliver,13,9,4,3,9,7,4,5,2,0,0,0,5.75,4.0,1.6,5.63,4.15,1.66,5.8,3.9,1.6,5.59,4.41,1.61
E0,30/10/2020,Wolves,Crystal Palace,2,0,H,2,0,H,M Atkinson,15,11,5,2,13,4,7,6,0,2,0,1,2.0,3.2,4.33,2.07,3.21,4.41,2.05,3.0,4.33,2.12,3.14,4.34
E0,31/10/2020,Sheffield United,Man City,0,1,A,0,1,A,M Oliver,5,16,1,8,14,6,2,5,0,0,0,0,9.5,6.0,1.28,9.8,5.91,1.33,9.5,5.5,1.32,10.63,6.25,1.3
E0,31/10/2020,Burnley,Chelsea,0,3,A,0,1,A,D Coote,5,14,0,9,10,15,3,4,1,0,0,0,6.0,4.5,1.5,6.32,4.39,1.56,6.0,4.33,1.53,5.59,4.29,1.63
E0,31/10/2020,Liverpool,West Ham,2,1,H,1,1,D,K Friend,9,4,5,3,13,14,1,2,0,1,0,0,1.36,5.25,7.5,1.4,5.32,8.03,1.38,5.0,8.0,1.44,5.3,7.1
E0,01/11/2020,Aston Villa,Southampton,3,4,A,0,3,A,D England,19,9,10,4,12,17,11,1,1,2,0,0,2.45,3.5,2.8,2.53,3.72,2.81,2.5,3.5,2.75,2.69,3.56,2.73
E0,01/11/2020,Newcastle,Everton,2,1,H,0,0,D,S Attwell,11,15,4,4,9,10,5,4,2,4,0,0,3.7,3.4,2.05,3.82,3.56,2.09,3.7,3.4,2.05,3.34,3.43,2.33
E0,01/11/2020,Man United,Arsenal,0,1,A,0,0,D,M Dean,8,7,2,2,12,12,6,3,3,3,0,0,2.0,3.6,3.6,2.05,3.78,3.73,2.05,3.6,3.6,2.02,3.65,3.97
E0,01/11/2020,Tottenham,Brighton,2,1,H,1,0,H,G Scott,9,6,3,2,14,13,4,5,2,1,0,0,1.61,4.0,5.5,1.65,4.26,5.54,1.63,4.0,5.25,1.61,4.36,5.77
E0,02/11/2020,Fulham,West Brom,2,0,H,2,0,H,S Hooper,13,10,6,1,13,11,5,2,3,2,0,0,2.4,3.3,3.0,2.47,3.4,3.13,2.4,3.3,3.0,2.48,3.32,3.19
E0,02/11/2020,Leeds,Leicester,1,4,A,0,2,A,A Marriner,11,10,4,8,9,5,10,3,1,1,0,0,2.5,3.6,2.62,2.59,3.65,2.79,2.55,3.5,2.7,2.42,3.71,2.97
E0,06/11/2020,Brighton,Burnley,0,0,D,0,0,D,M Dean,19,4,3,1,11,5,5,3,1,0,0,0,1.85,3.5,4.33,1.93,3.51,4.63,1.88,3.4,4.4,1.99,3.42,4.45
E0,06/11/2020,Southampton,Newcastle,2,0,H,1,0,H,P Bankes,15,4,8,2,12,11,8,3,1,2,0,0,2.0,3.6,3.7,2.08,3.62,3.8,2.0,3.6,3.7,2.2,3.47,3.59
E0,07/11/2020,Everton,Man United,1,3,A,1,2,A,P Tierney,7,13,1,5,12,19,5,2,4,2,0,0,2.9,3.5,2.37,2.98,3.65,2.44,2.9,3.5,2.4,3.33,3.68,2.23
E0,07/11/2020,Crystal Palace,Leeds,4,1,H,3,1,H,C Kavanagh,10,9,6,3,9,1,3,6,0,2,0,0,2.87,3.4,2.45,2.99,3.48,2.52,2.9,3.3,2.5,2.89,3.57,2.54
E0,07/11/2020,Chelsea,Sheffield United,4,1,H,2,1,H,J Moss,20,6,9,3,5,14,6,7,0,2,0,0,1.36,5.0,8.5,1.41,5.06,8.48,1.38,4.75,8.5,1.39,5.16,8.7
E0,07/11/2020,West Ham,Fulham,1,0,H,0,0,D,R Jones,16,13,7,3,10,9,9,5,2,2,0,0,1.83,3.75,4.2,1.85,3.98,4.34,1.8,3.75,4.33,1.9,3.96,4.12
E0,08/11/2020,West Brom,Tottenham,0,1,A,0,0,D,A Madley,12,19,2,5,17,12,9,6,1,0,0,0,7.0,4.33,1.45,6.58,4.45,1.54,6.5,4.33,1.5,6.88,4.71,1.5
E0,08/11/2020,Leicester,Wolves,1,0,H,1,0,H,A Taylor,10,7,3,2,12,8,6,3,2,3,0,0,2.3,3.2,3.25,2.47,3.17,3.35,2.38,3.2,3.2,2.47,3.17,3.35
E0,08/11/2020,Man City,Liverpool,1,1,D,1,1,D,C Pawson,7,10,2,3,19,11,1,2,3,1,0,0,1.95,4.2,3.4,2.0,4.2,3.56,2.0,3.9,3.4,1.95,4.17,3.78
E0,08/11/2020,Arsenal,Aston Villa,0,3,A,0,1,A,M Atkinson,13,15,2,6,11,13,3,8,0,0,0,0,1.65,4.1,5.0,1.7,4.11,5.27,1.7,3.8,5.0,1.66,4.58,4.95
E0,21/11/2020,Newcastle,Chelsea,0,2,A,0,1,A,C Pawson,8,14,1,3,11,12,7,4,2,0,0,0,6.5,4.75,1.45,6.74,4.61,1.52,6.5,4.33,1.5,7.33,4.94,1.46
E0,21/11/2020,Aston Villa,Brighton,1,2,A,0,1,A,M Oliver,15,7,4,3,5,18,12,3,2,1,0,1,2.15,3.6,3.2,2.24,3.69,3.28,2.2,3.6,3.2,2.4,3.51,3.12
E0,21/11/2020,Tottenham,Man City,2,0,H,1,0,H,M Dean,4,22,2,5,13,19,0,10,2,2,0,0,4.0,4.0,1.8,4.24,4.21,1.82,4.2,3.9,1.8,4.3,4.21,1.81
E0,21/11/2020,Man United,West Brom,1,0,H,0,0,D,D Coote,17,7,7,2,12,17,8,2,1,1,0,0,1.3,5.5,9.5,1.34,5.5,10.03,1.32,5.25,9.5,1.33,5.76,9.79
E0,22/11/2020,Fulham,Everton,2,3,A,1,3,A,A Madley,14,9,6,7,14,10,2,5,2,0,0,0,3.9,3.9,1.85,4.06,3.86,1.93,4.0,3.7,1.88,4.24,3.89,1.88
E0,22/11/2020,Sheffield United,West Ham,0,1,A,0,0,D,M Atkinson,9,15,5,3,7,6,2,6,0,0,0,0,3.0,3.25,2.4,3.2,3.3,2.48,3.0,3.3,2.4,3.09,3.25,2.56
E0,22/11/2020,Leeds,Arsenal,0,0,D,0,0,D,A Taylor,25,9,4,2,9,8,5,3,3,0,0,1,3.0,3.75,2.2,3.18,3.84,2.25,3.2,3.6,2.2,3.58,3.89,2.06
E0,22/11/2020,Liverpool,Leicester,3,0,H,2,0,H,C Kavanagh,24,11,13,4,15,6,10,3,0,2,0,0,1.85,4.0,3.8,1.88,4.08,3.84,1.88,3.8,3.9,1.82,4.12,4.32
E0,23/11/2020,Burnley,Crystal Palace,1,0,H,1,0,H,K Friend,10,15,4,5,13,9,4,7,2,0,0,0,2.75,3.1,2.75,2.89,3.06,2.89,2.7,3.1,2.8,2.68,3.16,3.01
E0,23/11/2020,Wolves,Southampton,1,1,D,0,0,D,A Marriner,20,7,9,2,14,13,7,4,2,0,0,0,2.3,3.25,3.25,2.34,3.34,3.41,2.35,3.2,3.25,2.4,3.32,3.28
E0,27/11/2020,Crystal Palace,Newcastle,0,2,A,0,0,D,G Scott,12,14,3,7,9,10,7,3,2,2,0,0,2.05,3.25,3.75,2.18,3.3,3.84,2.15,3.1,3.75,2.18,3.22,3.96
E0,28/11/2020,Brighton,Liverpool,1,1,D,0,0,D,S Attwell,11,6,3,2,9,13,4,3,2,1,0,0,5.5,4.2,1.57,5.42,4.25,1.65,5.5,4.0,1.62,4.96,4.29,1.69
E0,28/11/2020,Man City,Burnley,5,0,H,3,0,H,L Mason,19,9,6,1,12,4,6,4,0,0,0,0,1.16,7.5,16.0,1.18,8.3,14.98,1.17,7.5,17.0,1.13,11.08,19.55
E0,28/11/2020,Everton,Leeds,0,1,A,0,0,D,C Kavanagh,15,23,8,7,8,14,4,2,1,2,0,0,1.95,3.8,3.6,2.07,3.76,3.64,2.05,3.6,3.5,2.35,3.66,3.09
E0,28/11/2020,West Brom,Sheffield United,1,0,H,1,0,H,M Dean,17,21,6,5,10,9,14,9,2,3,0,0,2.6,3.2,2.8,2.66,3.22,2.99,2.6,3.2,2.8,2.67,3.17,3.02
E0,29/11/2020,Southampton,Man United,2,3,A,2,0,H,J Moss,10,15,5,6,12,12,5,9,1,0,0,0,4.0,3.5,1.95,3.94,3.66,2.02,3.9,3.4,2.0,3.92,3.86,1.96
E0,29/11/2020,Chelsea,Tottenham,0,0,D,0,0,D,P Tierney,13,5,3,1,20,9,3,3,4,2,0,0,2.05,3.5,3.6,2.14,3.51,3.69,2.1,3.5,3.5,2.0,3.75,3.89
E0,29/11/2020,Arsenal,Wolves,1,2,A,1,2,A,M Oliver,13,11,2,5,13,13,8,4,3,4,0,0,2.05,3.4,3.75,2.18,3.33,3.81,2.1,3.25,3.7,2.14,3.33,3.91
E0,30/11/2020,Leicester,Fulham,1,2,A,0,2,A,S Hooper,16,10,3,5,9,21,6,5,0,2,0,0,1.5,4.33,6.5,1.54,4.53,6.44,1.52,4.2,6.5,1.68,4.1,5.34
E0,30/11/2020,West Ham,Aston Villa,2,1,H,1,1,D,P Bankes,6,16,2,6,20,7,3,7,1,1,0,0,2.25,3.6,3.0,2.36,3.64,3.09,2.3,3.5,3.0,2.37,3.56,3.12
E0,05/12/2020,Burnley,Everton,1,1,D,1,1,D,A Taylor,8,13,3,6,6,9,8,4,0,0,0,0,4.0,3.5,1.9,4.14,3.58,1.99,4.0,3.5,1.95,3.68,3.63,2.1
E0,05/12/2020,Man City,Fulham,2,0,H,2,0,H,J Moss,16,6,6,1,7,6,9,3,0,0,0,0,1.1,11.0,19.0,1.13,10.23,23.63,1.11,9.0,23.0,1.13,9.9,22.91
E0,05/12/2020,West Ham,Man United,1,3,A,1,0,H,A Marriner,19,15,6,6,9,10,5,4,0,0,0,0,3.6,3.6,2.0,3.75,3.69,2.06,3.6,3.4,2.1,3.52,3.53,2.2
E0,05/12/2020,Chelsea,Leeds,3,1,H,1,1,D,K Friend,23,8,11,3,12,9,8,4,0,2,0,0,1.5,4.5,6.0,1.56,4.54,6.19,1.53,4.33,6.0,1.48,5.15,6.34
E0,06/12/2020,West Brom,Crystal Palace,1,5,A,1,1,D,P Tierney,9,18,4,6,10,16,4,6,2,2,1,0,2.87,3.2,2.55,2.98,3.3,2.61,2.88,3.2,2.55,3.14,3.4,2.44
E0,06/12/2020,Sheffield United,Leicester,1,2,A,1,1,D,S Attwell,4,13,1,4,13,6,6,5,1,3,0,0,3.8,3.5,1.95,4.02,3.54,2.04,3.8,3.5,2.0,4.14,3.67,1.96
E0,06/12/2020,Tottenham,Arsenal,2,0,H,2,0,H,M Atkinson,6,11,3,2,16,12,3,9,1,2,0,0,1.95,3.6,3.8,2.07,3.56,3.87,2.0,3.5,3.8,2.3,3.54,3.29
E0,06/12/2020,Liverpool,Wolves,4,0,H,1,0,H,C Pawson,11,9,6,3,8,14,4,6,1,1,0,0,1.5,4.33,6.5,1.54,4.25,7.17,1.5,4.2,7.0,1.61,4.44,5.64
E0,07/12/2020,Brighton,Southampton,1,2,A,1,1,D,D Coote,12,10,4,3,12,12,4,3,3,3,0,0,2.45,3.4,2.9,2.56,3.46,2.93,2.5,3.3,2.88,2.51,3.42,3.02
E0,11/12/2020,Leeds,West Ham,1,2,A,1,1,D,M Oliver,13,19,7,8,12,10,5,6,1,2,0,0,2.15,3.7,3.1,2.22,3.71,3.3,2.2,3.5,3.25,2.19,3.78,3.32
E0,12/12/2020,Wolves,Aston Villa,0,1,A,0,0,D,M Dean,16,13,7,2,23,15,5,8,2,5,0,0,2.25,3.25,3.25,2.4,3.32,3.28,2.35,3.2,3.2,2.59,3.31,2.99
E0,12/12/2020,Newcastle,West Brom,2,1,H,1,0,H,D England,12,13,7,3,9,12,4,3,2,3,0,0,2.45,3.2,3.0,2.62,3.32,2.95,2.5,3.25,2.9,2.47,3.24,3.24
E0,12/12/2020,Man United,Man City,0,0,D,0,0,D,C Kavanagh,11,9,2,2,13,6,4,3,1,1,0,0,4.33,4.2,1.72,4.49,4.32,1.75,4.5,4.0,1.73,4.68,4.29,1.73
E0,12/12/2020,Everton,Chelsea,1,0,H,1,0,H,J Moss,9,10,4,3,10,11,6,6,2,3,0,0,4.33,4.2,1.7,4.52,4.28,1.76,4.33,4.0,1.75,4.99,4.19,1.71
E0,13/12/2020,Southampton,Sheffield United,3,0,H,1,0,H,A Madley,16,3,6,0,8,14,8,4,0,1,0,0,1.7,3.75,5.0,1.73,4.01,5.07,1.7,3.8,5.0,1.65,4.11,5.75
E0,13/12/2020,Crystal Palace,Tottenham,1,1,D,0,1,A,K Friend,16,14,5,6,15,11,4,7,1,1,0,0,4.5,3.9,1.72,4.92,3.83,1.79,4.75,3.7,1.75,4.33,3.93,1.85
E0,13/12/2020,Fulham,Liverpool,1,1,D,1,0,H,A Marriner,10,12,5,6,9,5,6,8,3,1,0,0,9.0,5.5,1.3,8.67,5.98,1.34,8.5,5.5,1.33,8.51,5.36,1.38
E0,13/12/2020,Arsenal,Burnley,0,1,A,0,0,D,G Scott,18,10,6,2,5,11,13,4,2,1,1,0,1.53,4.2,6.25,1.54,4.33,6.84,1.53,4.2,6.5,1.49,4.82,6.88
E0,13/12/2020,Leicester,Brighton,3,0,H,3,0,H,M Atkinson,15,12,6,4,9,11,9,5,2,1,0,0,2.0,3.5,3.8,2.06,3.56,3.91,2.0,3.5,3.75,2.12,3.55,3.72
E0,15/12/2020,Wolves,Chelsea,2,1,H,0,0,D,S Attwell,12,13,4,3,12,12,5,6,2,2,0,0,5.25,3.8,1.66,5.59,3.9,1.7,5.5,3.7,1.67,5.79,3.86,1.68
E0,15/12/2020,Man City,West Brom,1,1,D,1,1,D,P Bankes,26,5,7,1,5,8,13,2,2,3,0,0,1.09,11.0,21.0,1.11,9.75,23.03,1.11,9.0,26.0,1.09,12.6,29.4
E0,16/12/2020,Arsenal,Southampton,1,1,D,0,1,A,P Tierney,9,13,4,3,13,13,2,7,1,3,1,0,2.25,3.5,3.1,2.27,3.55,3.32,2.25,3.4,3.2,2.17,3.58,3.55
E0,16/12/2020,Leeds,Newcastle,5,2,H,1,1,D,S Hooper,25,10,10,4,10,13,7,4,3,1,0,0,1.75,4.0,4.33,1.78,4.07,4.6,1.75,3.8,4.6,1.6,4.54,5.6
E0,16/12/2020,Leicester,Everton,0,2,A,0,1,A,L Mason,14,11,2,6,12,9,4,6,2,3,0,0,2.15,3.6,3.25,2.23,3.62,3.37,2.2,3.5,3.2,2.16,3.55,3.58
E0,16/12/2020,Fulham,Brighton,0,0,D,0,0,D,R Jones,9,9,4,4,15,11,1,8,1,0,0,0,2.87,3.3,2.5,3.0,3.4,2.53,2.9,3.25,2.5,3.04,3.31,2.56
E0,16/12/2020,Liverpool,Tottenham,2,1,H,1,1,D,A Taylor,17,8,11,2,8,9,7,4,0,2,0,0,1.75,3.8,4.5,1.81,3.9,4.64,1.78,3.75,4.5,1.81,4.07,4.39
E0,16/12/2020,West Ham,Crystal Palace,1,1,D,0,1,A,D Coote,9,8,2,2,8,12,5,3,0,1,0,1,2.05,3.4,3.6,2.09,3.54,3.82,2.1,3.4,3.6,2.17,3.45,3.68
E0,17/12/2020,Aston Villa,Burnley,0,0,D,0,0,D,C Pawson,27,6,7,4,17,19,11,1,1,1,0,0,1.75,3.8,4.5,1.76,3.93,4.95,1.73,3.75,4.8,1.85,3.86,4.47
E0,17/12/2020,Sheffield United,Man United,2,3,A,1,2,A,M Oliver,12,14,6,8,17,8,6,3,3,2,0,0,7.0,4.6,1.44,7.35,4.78,1.47,7.5,4.4,1.44,7.88,4.75,1.45
E0,19/12/2020,Crystal Palace,Liverpool,0,7,A,0,3,A,J Moss,5,14,3,8,5,11,5,4,1,0,0,0,6.5,4.33,1.5,6.52,4.53,1.53,6.5,4.4,1.5,5.54,4.2,1.65
E0,19/12/2020,Southampton,Man City,0,1,A,0,1,A,M Dean,9,11,3,5,9,11,6,6,2,2,0,0,7.0,4.5,1.44,6.56,4.72,1.51,6.5,4.6,1.47,5.97,4.81,1.54
E0,19/12/2020,Everton,Arsenal,2,1,H,2,1,H,A Marriner,9,13,2,2,9,9,4,3,1,3,0,0,2.45,3.5,2.8,2.5,3.47,2.99,2.45,3.4,2.9,2.75,3.45,2.72
E0,19/12/2020,Newcastle,Fulham,1,1,D,0,1,A,G Scott,12,11,5,4,7,17,2,9,1,2,0,1,2.5,3.25,2.9,2.63,3.33,2.93,2.55,3.2,2.88,2.89,3.38,2.63
E0,20/12/2020,Brighton,Sheffield United,1,1,D,0,0,D,P Bankes,21,5,5,3,9,11,14,2,1,5,0,1,1.65,3.75,5.5,1.69,3.85,5.79,1.7,3.6,5.5,1.94,3.41,4.64
