Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,PSCH,PSCD,PSCA
E0,20/08/2022,Tottenham,Wolves,1,0,H,0,0,D,S Hooper,11,20,4,3,10,8,8,6,2,2,0,0,1.4,4.75,7.5,1.43,4.94,7.95,1.38,4.6,8.5,1.48,4.88,6.99
E0,20/08/2022,Crystal Palace,Aston Villa,3,1,H,1,1,D,A Madley,17,13,9,5,16,14,4,2,2,1,0,0,2.5,3.25,2.9,2.58,3.19,3.12,2.5,3.2,2.9,2.56,3.26,3.08
E0,20/08/2022,Everton,Nott'm Forest,1,1,D,0,0,D,A Marriner,19,14,8,5,6,9,6,2,3,2,0,0,1.9,3.6,4.0,2.0,3.45,4.27,1.91,3.5,4.0,1.89,3.58,4.62
E0,20/08/2022,Fulham,Brentford,3,2,H,2,1,H,P Bankes,18,13,9,5,13,7,6,3,3,2,0,0,2.45,3.4,2.9,2.52,3.53,2.93,2.4,3.4,2.88,2.7,3.44,2.8
E0,20/08/2022,Leicester,Southampton,1,2,A,0,0,D,M Salisbury,6,9,1,3,11,15,2,5,2,3,0,0,1.83,4.0,4.0,1.86,4.09,4.12,1.85,3.75,3.9,1.78,4.18,4.51
E0,20/08/2022,Bournemouth,Arsenal,0,3,A,0,2,A,C Pawson,6,14,1,6,12,10,3,4,2,1,0,0,8.0,4.75,1.4,7.55,4.8,1.46,8.0,4.5,1.4,7.26,4.82,1.47
E0,21/08/2022,Leeds,Chelsea,3,0,H,2,0,H,S Attwell,12,14,6,3,16,15,4,6,0,1,0,1,5.75,4.5,1.53,6.23,4.6,1.54,5.25,4.33,1.57,6.14,4.63,1.55
E0,21/08/2022,West Ham,Brighton,0,2,A,0,1,A,A Taylor,13,11,3,2,10,7,5,4,2,0,0,0,2.3,3.4,3.1,2.34,3.52,3.22,2.25,3.4,3.1,2.6,3.42,2.9
E0,21/08/2022,Newcastle,Man City,3,3,D,2,1,H,J Gillett,12,21,6,10,14,7,5,5,4,2,0,0,7.5,5.0,1.36,9.43,5.22,1.37,9.0,4.8,1.35,7.0,5.0,1.47
E0,22/08/2022,Man United,Liverpool,2,1,H,1,0,H,M Oliver,12,17,4,5,11,7,6,8,3,1,0,0,5.25,4.33,1.6,5.39,4.35,1.64,5.25,4.33,1.57,4.65,4.5,1.7
E0,27/08/2022,Southampton,Man United,0,1,A,0,0,D,A Madley,17,11,5,6,4,14,5,3,0,3,0,0,4.2,4.0,1.8,4.31,4.0,1.85,4.2,4.0,1.75,3.65,3.95,2.02
E0,27/08/2022,Brentford,Everton,1,1,D,0,1,A,J Brooks,19,14,5,7,8,8,8,5,2,2,0,0,2.0,3.5,3.75,2.1,3.49,3.84,2.05,3.4,3.6,2.08,3.51,3.91
E0,27/08/2022,Brighton,Leeds,1,0,H,0,0,D,M Salisbury,13,10,4,2,10,14,5,3,2,3,0,0,1.9,3.8,3.8,1.93,3.72,4.24,1.85,3.7,4.0,1.74,3.98,5.09
E0,27/08/2022,Chelsea,Leicester,2,1,H,0,0,D,P Tierney,7,17,3,5,10,7,3,11,1,2,1,0,1.4,5.0,7.0,1.45,4.86,7.66,1.4,4.75,7.5,1.41,5.2,7.99
E0,27/08/2022,Liverpool,Bournemouth,9,0,H,5,0,H,S Attwell,19,5,12,2,6,5,8,1,0,1,0,0,1.1,10.0,26.0,1.13,10.48,23.11,1.1,9.5,21.0,1.15,9.25,19.5
E0,27/08/2022,Man City,Crystal Palace,4,2,H,0,2,A,D England,18,2,5,2,14,8,6,1,1,2,0,0,1.18,7.5,13.0,1.2,7.5,16.26,1.18,7.0,15.0,1.2,7.75,16.0
E0,27/08/2022,Arsenal,Fulham,2,1,H,0,0,D,J Gillett,22,11,8,3,6,12,9,2,2,3,0,0,1.3,5.75,9.0,1.33,5.83,9.75,1.29,5.5,9.5,1.42,5.35,7.5
E0,28/08/2022,Aston Villa,West Ham,0,1,A,0,0,D,D Coote,9,7,3,2,10,10,3,2,2,0,0,0,2.3,3.4,3.1,2.41,3.41,3.18,2.25,3.4,3.1,2.12,3.53,3.74
E0,28/08/2022,Wolves,Newcastle,1,1,D,1,0,H,P Bankes,10,21,4,6,10,11,4,13,2,1,0,0,2.7,3.3,2.7,2.76,3.32,2.79,2.7,3.25,2.62,2.59,3.3,3.0
E0,28/08/2022,Nott'm Forest,Tottenham,0,2,A,0,1,A,C Pawson,17,18,1,7,11,13,6,1,6,1,0,0,7.0,4.6,1.44,7.15,4.63,1.49,7.0,4.4,1.44,7.1,5.05,1.45
E0,30/08/2022,Crystal Palace,Brentford,1,1,D,0,0,D,S Hooper,13,9,4,3,11,8,4,6,1,2,0,0,2.05,3.4,3.6,2.11,3.47,3.83,2.05,3.4,3.6,2.12,3.49,3.78
E0,30/08/2022,Fulham,Brighton,2,1,H,0,0,D,T Bramall,10,7,3,4,9,11,3,3,2,1,0,0,3.1,3.3,2.3,3.26,3.44,2.36,3.2,3.2,2.3,3.36,3.29,2.38
E0,30/08/2022,Southampton,Chelsea,2,1,H,2,1,H,M Oliver,9,10,7,4,15,10,5,3,2,1,0,0,5.25,4.0,1.61,5.28,4.24,1.67,5.25,4.0,1.62,5.22,4.11,1.69
E0,30/08/2022,Leeds,Everton,1,1,D,0,1,A,D England,14,7,5,2,10,9,10,2,3,3,0,0,2.15,3.5,3.3,2.16,3.61,3.53,2.1,3.4,3.4,2.17,3.65,3.49
E0,31/08/2022,Arsenal,Aston Villa,2,1,H,1,0,H,R Jones,22,4,9,3,10,14,10,3,2,3,0,0,1.45,4.5,6.0,1.5,4.67,6.97,1.44,4.4,7.0,1.55,4.57,6.27
E0,31/08/2022,Bournemouth,Wolves,0,0,D,0,0,D,A Taylor,5,17,2,4,12,12,2,5,2,1,0,0,3.5,3.3,2.15,3.52,3.43,2.24,3.5,3.4,2.1,3.4,3.32,2.34
E0,31/08/2022,Man City,Nott'm Forest,6,0,H,3,0,H,P Tierney,17,8,9,1,9,7,10,1,0,1,0,0,1.06,13.0,29.0,1.08,13.43,31.06,1.06,12.0,29.0,1.1,12.5,26.0
E0,31/08/2022,West Ham,Tottenham,1,1,D,0,1,A,P Bankes,14,13,4,4,10,9,3,4,2,5,0,0,3.6,3.8,1.95,3.67,3.84,2.04,3.7,3.6,1.95,3.29,3.51,2.3
E0,31/08/2022,Liverpool,Newcastle,2,1,H,0,1,A,A Marriner,23,5,6,2,9,10,13,0,0,2,0,0,1.33,5.25,9.0,1.33,5.89,9.75,1.29,5.5,10.0,1.29,6.26,10.61
E0,01/09/2022,Leicester,Man United,0,1,A,0,1,A,C Pawson,10,9,2,2,7,15,1,3,1,3,0,0,3.4,3.75,2.05,3.45,3.86,2.11,3.3,3.7,2.05,3.2,3.76,2.25
E0,03/09/2022,Everton,Liverpool,0,0,D,0,0,D,A Taylor,14,23,3,8,7,11,7,9,2,2,0,0,7.0,4.75,1.4,8.08,5.21,1.41,8.0,4.75,1.38,7.8,5.4,1.4
E0,03/09/2022,Brentford,Leeds,5,2,H,2,1,H,R Jones,14,17,8,6,8,9,2,6,2,2,0,0,2.1,3.5,3.4,2.21,3.59,3.44,2.15,3.5,3.2,2.17,3.57,3.55
E0,03/09/2022,Chelsea,West Ham,2,1,H,0,0,D,A Madley,8,6,3,3,6,11,10,3,4,2,0,0,1.55,4.5,5.5,1.58,4.37,6.17,1.53,4.2,5.8,1.69,4.03,5.44
E0,03/09/2022,Newcastle,Crystal Palace,0,0,D,0,0,D,M Salisbury,23,19,6,9,19,12,13,5,2,1,0,0,2.0,3.5,3.75,2.1,3.44,3.89,2.0,3.4,3.7,2.12,3.47,3.82
E0,03/09/2022,Nott'm Forest,Bournemouth,2,3,A,2,0,H,M Oliver,11,8,3,3,13,10,4,6,2,1,0,0,1.95,3.5,3.8,2.05,3.51,4.0,2.0,3.4,3.8,2.21,3.38,3.65
E0,03/09/2022,Tottenham,Fulham,2,1,H,1,0,H,S Attwell,23,9,10,3,9,6,10,3,3,4,0,0,1.5,4.5,6.5,1.52,4.63,6.51,1.47,4.33,6.5,1.54,4.62,6.24
E0,03/09/2022,Wolves,Southampton,1,0,H,1,0,H,J Brooks,7,12,2,1,10,14,5,6,4,2,0,0,2.2,3.4,3.25,2.3,3.41,3.41,2.2,3.4,3.25,2.14,3.53,3.68
E0,03/09/2022,Aston Villa,Man City,1,1,D,0,0,D,S Hooper,3,13,1,4,7,6,1,4,2,0,0,0,8.0,5.5,1.33,9.25,5.98,1.33,9.0,5.25,1.32,9.35,5.85,1.33
E0,04/09/2022,Brighton,Leicester,5,2,H,2,2,D,T Harrington,23,6,11,4,6,8,10,1,1,1,0,0,1.83,3.5,4.5,1.85,3.63,4.85,1.83,3.4,4.5,1.94,3.63,4.29
E0,04/09/2022,Man United,Arsenal,3,1,H,1,0,H,P Tierney,10,16,6,3,13,9,2,5,3,3,0,0,2.5,3.5,2.7,2.7,3.58,2.68,2.5,3.5,2.7,2.71,3.56,2.69
E0,16/09/2022,Aston Villa,Southampton,1,0,H,1,0,H,T Harrington,11,7,3,1,13,13,6,3,3,1,0,0,2.1,3.5,3.5,2.14,3.62,3.6,2.05,3.5,3.5,2.14,3.58,3.64
E0,16/09/2022,Nott'm Forest,Fulham,2,3,A,1,0,H,J Gillett,11,15,3,7,11,10,2,10,2,4,0,0,2.75,3.3,2.62,2.82,3.43,2.67,2.75,3.4,2.5,2.8,3.49,2.64
E0,17/09/2022,Wolves,Man City,0,3,A,0,2,A,A Taylor,6,16,1,7,7,9,5,7,2,1,1,0,9.5,5.0,1.33,9.3,5.52,1.36,9.5,5.25,1.32,9.25,5.65,1.35
E0,17/09/2022,Newcastle,Bournemouth,1,1,D,0,0,D,C Pawson,20,10,7,3,10,11,8,1,2,2,0,0,1.44,4.4,7.5,1.49,4.56,7.5,1.44,4.2,7.5,1.43,5.01,7.85
E0,17/09/2022,Tottenham,Leicester,6,2,H,2,2,D,S Hooper,16,19,11,7,9,9,6,1,1,2,0,0,1.45,4.5,7.0,1.52,4.46,7.04,1.47,4.5,6.5,1.56,4.45,6.38
E0,18/09/2022,Brentford,Arsenal,0,3,A,0,2,A,D Coote,5,13,2,7,10,10,3,3,0,2,0,0,4.2,3.8,1.8,4.46,3.98,1.83,4.2,3.8,1.78,4.5,3.85,1.85
E0,18/09/2022,Everton,West Ham,1,0,H,0,0,D,M Oliver,7,14,2,4,8,11,5,14,3,1,0,0,2.9,3.25,2.5,2.96,3.39,2.57,2.9,3.25,2.45,2.95,3.35,2.6
E0,01/10/2022,Arsenal,Tottenham,3,1,H,1,1,D,A Taylor,22,7,9,3,10,10,5,2,2,1,0,1,2.05,3.75,3.3,2.13,3.65,3.57,2.05,3.5,3.5,1.99,3.75,3.84
E0,01/10/2022,Bournemouth,Brentford,0,0,D,0,0,D,T Bramall,7,13,1,4,11,10,7,8,1,2,0,0,3.3,3.4,2.2,3.45,3.49,2.25,3.3,3.4,2.15,3.3,3.53,2.27
E0,01/10/2022,Crystal Palace,Chelsea,1,2,A,1,1,D,C Kavanagh,7,13,3,3,11,13,5,2,1,3,0,0,4.2,3.6,1.85,4.42,3.56,1.93,4.2,3.6,1.83,4.83,3.78,1.79
E0,01/10/2022,Fulham,Newcastle,1,4,A,0,3,A,D England,3,19,1,10,9,10,1,8,2,0,1,0,3.0,3.4,2.37,3.11,3.57,2.38,3.0,3.3,2.35,2.95,3.42,2.51
E0,01/10/2022,Liverpool,Brighton,3,3,D,1,2,A,A Madley,15,6,7,6,9,13,9,2,1,1,0,0,1.33,5.25,8.5,1.38,5.49,8.42,1.36,5.0,8.0,1.49,4.76,6.85
E0,01/10/2022,Southampton,Everton,1,2,A,0,0,D,A Marriner,22,12,6,5,11,10,7,6,2,2,0,0,2.15,3.4,3.4,2.23,3.48,3.49,2.15,3.4,3.3,2.38,3.32,3.23
E0,01/10/2022,West Ham,Wolves,2,0,H,1,0,H,P Tierney,18,15,5,4,8,6,1,6,2,2,0,0,1.95,3.5,4.2,2.01,3.42,4.31,1.91,3.4,4.2,2.07,3.36,4.01
E0,02/10/2022,Man City,Man United,6,3,H,4,0,H,M Oliver,22,12,10,8,3,9,5,1,0,3,0,0,1.33,5.75,7.5,1.37,5.91,7.74,1.33,5.25,8.5,1.43,5.6,6.7
E0,02/10/2022,Leeds,Aston Villa,0,0,D,0,0,D,S Attwell,9,19,1,7,23,12,2,9,3,2,1,0,2.35,3.4,3.0,2.43,3.44,3.12,2.35,3.4,2.9,2.45,3.49,3.06
E0,03/10/2022,Leicester,Nott'm Forest,4,0,H,3,0,H,R Jones,17,10,7,3,13,12,6,6,2,4,0,0,1.75,4.0,4.33,1.78,4.2,4.48,1.73,3.9,4.4,1.74,4.15,4.75
E0,08/10/2022,Bournemouth,Leicester,2,1,H,0,1,A,M Salisbury,10,9,4,5,8,16,7,2,1,2,0,0,3.6,3.4,2.05,3.64,3.7,2.09,3.5,3.6,2.0,3.45,3.54,2.22
E0,08/10/2022,Chelsea,Wolves,3,0,H,1,0,H,S Hooper,20,8,7,2,8,8,4,2,2,0,0,0,1.4,4.5,8.0,1.41,4.92,8.68,1.4,4.5,8.0,1.53,4.36,7.03
E0,08/10/2022,Man City,Southampton,4,0,H,2,0,H,A Madley,21,5,8,0,4,8,9,1,0,1,0,0,1.11,10.0,17.0,1.13,10.77,20.4,1.1,9.0,23.0,1.13,11.0,21.0
E0,08/10/2022,Newcastle,Brentford,5,1,H,2,0,H,J Brooks,16,6,6,3,14,9,9,5,0,1,0,0,1.83,3.8,4.2,1.81,3.99,4.55,1.78,3.75,4.33,1.69,4.05,5.35
E0,08/10/2022,Brighton,Tottenham,0,1,A,0,1,A,T Harrington,14,8,4,3,9,14,6,2,1,2,0,0,2.8,3.4,2.5,2.82,3.45,2.65,2.7,3.4,2.5,2.58,3.4,2.94
E0,09/10/2022,Crystal Palace,Leeds,2,1,H,1,1,D,P Tierney,13,10,5,4,13,23,5,3,3,3,0,0,2.05,3.5,3.6,2.06,3.68,3.76,2.0,3.6,3.5,2.09,3.62,3.73
E0,09/10/2022,West Ham,Fulham,3,1,H,1,1,D,C Kavanagh,17,8,8,2,9,7,4,2,1,3,0,0,1.72,3.8,4.75,1.79,3.9,4.82,1.75,3.75,4.5,1.63,4.11,5.89
E0,09/10/2022,Arsenal,Liverpool,3,2,H,2,1,H,M Oliver,11,8,7,3,11,11,4,3,1,2,0,0,2.5,3.6,2.62,2.67,3.69,2.66,2.5,3.6,2.6,2.58,3.84,2.67
E0,09/10/2022,Everton,Man United,1,2,A,1,2,A,D Coote,11,12,2,4,7,13,5,4,2,1,0,0,3.6,3.5,2.05,3.62,3.67,2.11,3.5,3.5,2.05,3.65,3.68,2.09
E0,10/10/2022,Nott'm Forest,Aston Villa,1,1,D,1,1,D,A Taylor,6,12,3,2,13,19,1,4,3,3,0,0,3.3,3.4,2.2,3.4,3.6,2.22,3.4,3.3,2.15,3.79,3.64,2.03
E0,14/10/2022,Brentford,Brighton,2,0,H,1,0,H,M Salisbury,7,21,3,7,12,15,2,11,3,1,0,0,3.1,3.4,2.3,3.32,3.52,2.29,3.2,3.25,2.25,3.35,3.53,2.27
E0,15/10/2022,Leicester,Crystal Palace,0,0,D,0,0,D,A Madley,14,8,5,1,18,13,9,2,2,2,0,0,2.3,3.4,3.1,2.38,3.55,3.12,2.25,3.4,3.1,2.49,3.54,2.96
E0,15/10/2022,Fulham,Bournemouth,2,2,D,1,2,A,G Scott,19,10,4,6,9,11,5,6,2,0,0,0,1.85,3.75,4.0,1.92,3.77,4.23,1.88,3.6,4.0,1.98,3.69,4.03
E0,15/10/2022,Wolves,Nott'm Forest,1,0,H,0,0,D,T Bramall,9,10,2,2,17,13,4,5,2,2,0,0,1.7,3.75,5.0,1.74,3.78,5.41,1.7,3.7,5.0,1.76,3.91,5.02
E0,15/10/2022,Tottenham,Everton,2,0,H,0,0,D,P Tierney,21,4,7,0,12,13,7,1,1,4,0,0,1.5,4.5,6.5,1.48,4.67,7.26,1.47,4.2,7.0,1.5,4.7,6.9
E0,16/10/2022,Aston Villa,Chelsea,0,2,A,0,1,A,R Jones,18,8,7,4,12,11,7,1,0,3,0,0,4.33,3.75,1.8,4.78,3.65,1.85,4.4,3.6,1.8,3.97,3.49,2.07
E0,16/10/2022,Leeds,Arsenal,0,1,A,0,1,A,C Kavanagh,16,9,4,4,10,11,6,3,0,2,0,0,6.0,4.2,1.55,6.23,4.49,1.56,5.5,4.2,1.57,4.97,4.22,1.7
E0,16/10/2022,Man United,Newcastle,0,0,D,0,0,D,C Pawson,15,9,2,2,13,11,4,4,3,1,0,0,1.95,3.8,3.5,2.04,3.71,3.8,1.95,3.7,3.6,2.08,3.68,3.71
E0,16/10/2022,Southampton,West Ham,1,1,D,1,0,H,P Bankes,10,25,8,4,7,3,4,14,1,1,0,0,2.9,3.4,2.4,3.08,3.42,2.47,2.88,3.4,2.38,3.01,3.37,2.54
E0,16/10/2022,Liverpool,Man City,1,0,H,0,0,D,A Taylor,13,16,2,6,10,7,5,6,3,1,0,0,3.6,4.0,1.9,4.0,4.11,1.88,3.7,3.9,1.88,3.81,4.25,1.9
E0,18/10/2022,Brighton,Nott'm Forest,0,0,D,0,0,D,D England,19,3,7,0,10,14,9,1,3,1,0,0,1.4,4.75,7.0,1.39,5.17,8.97,1.4,4.5,8.0,1.41,5.08,8.53
E0,18/10/2022,Crystal Palace,Wolves,2,1,H,0,1,A,D Coote,14,10,4,4,14,18,4,3,3,1,0,0,2.25,3.1,3.4,2.32,3.21,3.58,2.25,3.2,3.3,2.13,3.39,3.89
E0,19/10/2022,Bournemouth,Southampton,0,1,A,0,1,A,J Brooks,15,9,3,3,8,13,7,3,1,3,0,0,2.62,3.3,2.62,2.76,3.4,2.74,2.7,3.25,2.6,2.71,3.3,2.86
E0,19/10/2022,Brentford,Chelsea,0,0,D,0,0,D,J Gillett,8,14,5,5,7,7,6,2,0,0,0,0,4.75,3.8,1.72,4.85,3.93,1.78,4.6,3.75,1.73,4.49,3.72,1.88
E0,19/10/2022,Liverpool,West Ham,1,0,H,1,0,H,S Attwell,22,8,7,3,9,8,8,3,0,0,0,0,1.4,5.0,7.0,1.45,5.1,7.08,1.4,4.75,7.5,1.44,5.05,7.4
E0,19/10/2022,Newcastle,Everton,1,0,H,1,0,H,T Harrington,16,1,4,0,9,12,8,2,2,4,0,0,1.6,3.8,5.75,1.65,4.06,5.81,1.63,3.9,5.25,1.66,4.06,5.74
E0,19/10/2022,Man United,Tottenham,2,0,H,0,0,D,S Hooper,28,9,10,2,7,7,8,3,1,0,0,0,2.45,3.5,2.75,2.49,3.59,2.93,2.38,3.5,2.8,2.43,3.55,3.05
E0,20/10/2022,Fulham,Aston Villa,3,0,H,1,0,H,M Oliver,18,12,8,6,11,11,9,7,0,2,0,1,2.9,3.3,2.5,2.94,3.47,2.54,2.8,3.4,2.45,3.03,3.47,2.47
E0,20/10/2022,Leicester,Leeds,2,0,H,2,0,H,P Bankes,5,14,1,2,15,11,2,9,2,1,0,0,2.25,3.6,3.0,2.36,3.65,3.08,2.3,3.4,3.0,2.37,3.64,3.05
E0,22/10/2022,Nott'm Forest,Liverpool,1,0,H,0,0,D,P Tierney,10,15,7,7,14,8,2,11,2,1,0,0,11.0,6.0,1.25,11.14,5.8,1.3,11.0,5.8,1.25,9.5,5.5,1.36
E0,22/10/2022,Everton,Crystal Palace,3,0,H,1,0,H,S Hooper,9,9,6,2,16,14,3,4,3,4,0,0,2.6,3.2,2.87,2.69,3.19,2.97,2.5,3.2,2.9,2.54,3.18,3.18
E0,22/10/2022,Man City,Brighton,3,1,H,2,0,H,C Pawson,10,8,4,2,11,12,7,3,1,3,0,0,1.2,7.0,13.0,1.21,7.21,15.39,1.2,6.5,15.0,1.23,7.25,14.0
E0,22/10/2022,Chelsea,Man United,1,1,D,0,0,D,S Attwell,6,13,2,6,8,10,6,4,1,4,0,0,2.05,3.5,3.5,2.15,3.54,3.64,2.1,3.4,3.4,2.17,3.65,3.62
E0,23/10/2022,Aston Villa,Brentford,4,0,H,3,0,H,D England,19,12,11,3,14,11,7,6,1,0,0,0,2.1,3.5,3.5,2.23,3.46,3.51,2.1,3.4,3.4,2.08,3.57,3.81
E0,23/10/2022,Leeds,Fulham,2,3,A,1,1,D,A Taylor,14,11,5,5,12,8,3,6,1,1,0,0,2.05,3.5,3.6,2.06,3.69,3.75,2.0,3.5,3.6,2.1,3.81,3.51
E0,23/10/2022,Southampton,Arsenal,1,1,D,0,1,A,R Jones,10,12,3,3,11,8,9,4,2,1,0,0,6.0,4.0,1.57,6.2,4.31,1.58,5.5,4.0,1.6,7.07,4.79,1.48
E0,23/10/2022,Wolves,Leicester,0,4,A,0,2,A,M Oliver,21,5,5,4,10,13,9,2,2,1,0,0,2.25,3.25,3.25,2.3,3.35,3.46,2.25,3.3,3.2,2.41,3.43,3.18
E0,23/10/2022,Tottenham,Newcastle,1,2,A,0,2,A,J Gillett,17,13,5,5,12,6,6,7,4,2,0,0,2.05,3.5,3.5,2.12,3.62,3.63,2.05,3.5,3.5,2.25,3.52,3.41
E0,24/10/2022,West Ham,Bournemouth,2,0,H,1,0,H,D Coote,20,5,4,3,9,11,5,0,0,2,0,0,1.55,4.0,6.0,1.59,4.12,6.53,1.55,4.0,6.0,1.62,4.08,6.12
E0,29/10/2022,Leicester,Man City,0,1,A,0,0,D,R Jones,10,15,5,5,5,10,3,10,0,0,0,0,10.0,6.5,1.25,9.62,5.93,1.32,9.5,5.5,1.29,7.75,5.2,1.42
E0,29/10/2022,Bournemouth,Tottenham,2,3,A,1,0,H,A Taylor,6,23,4,7,10,5,2,19,1,2,0,0,5.0,3.8,1.7,5.41,3.85,1.72,5.0,3.8,1.67,5.18,3.79,1.75
E0,29/10/2022,Brentford,Wolves,1,1,D,0,0,D,R Madley,12,14,3,4,10,17,3,6,3,3,0,1,2.2,3.4,3.3,2.24,3.5,3.44,2.15,3.3,3.4,2.2,3.55,3.49
E0,29/10/2022,Brighton,Chelsea,4,1,H,3,0,H,A Madley,19,15,9,7,16,6,8,7,1,2,0,0,3.0,3.3,2.4,3.17,3.43,2.41,3.0,3.25,2.38,3.17,3.37,2.44
E0,29/10/2022,Crystal Palace,Southampton,1,0,H,1,0,H,M Salisbury,12,14,3,4,13,12,8,4,3,3,0,0,1.9,3.6,4.0,1.96,3.62,4.22,1.95,3.5,3.9,2.08,3.47,3.94
E0,29/10/2022,Newcastle,Aston Villa,4,0,H,1,0,H,P Tierney,20,3,7,0,11,11,3,0,1,1,0,0,1.8,3.75,4.5,1.83,3.82,4.6,1.8,3.6,4.33,1.78,3.89,4.92
E0,29/10/2022,Fulham,Everton,0,0,D,0,0,D,J Brooks,24,9,6,4,10,8,13,4,2,1,0,0,2.37,3.4,3.0,2.39,3.46,3.18,2.3,3.4,3.0,2.33,3.49,3.27
E0,29/10/2022,Liverpool,Leeds,1,2,A,1,1,D,M Oliver,22,14,10,6,9,3,14,5,0,1,0,0,1.3,6.0,9.0,1.32,5.98,9.43,1.3,5.5,9.0,1.23,7.5,12.0
E0,30/10/2022,Arsenal,Nott'm Forest,5,0,H,1,0,H,S Hooper,24,5,10,2,9,8,9,4,0,1,0,0,1.2,7.0,12.0,1.2,7.4,16.85,1.2,6.5,15.0,1.22,7.25,13.5
E0,30/10/2022,Man United,West Ham,1,0,H,1,0,H,C Kavanagh,16,13,3,5,12,10,5,10,1,3,0,0,1.66,4.0,4.8,1.71,4.05,5.14,1.7,3.9,4.75,1.73,3.97,5.12
E0,05/11/2022,Leeds,Bournemouth,4,3,H,1,2,A,T Harrington,18,9,4,6,16,10,13,3,2,2,0,0,1.72,3.8,4.75,1.74,3.99,5.08,1.75,3.75,4.5,1.65,4.22,5.52
E0,05/11/2022,Man City,Fulham,2,1,H,1,1,D,D England,16,4,5,2,6,11,9,0,2,4,1,0,1.11,9.5,19.0,1.13,10.33,22.62,1.12,8.5,19.0,1.18,8.5,16.0
E0,05/11/2022,Nott'm Forest,Brentford,2,2,D,1,1,D,A Marriner,15,6,7,2,10,11,3,3,2,2,0,0,2.75,3.3,2.6,2.83,3.43,2.66,2.8,3.3,2.5,2.7,3.24,2.92
E0,05/11/2022,Wolves,Brighton,2,3,A,2,2,D,G Scott,8,19,5,8,15,11,4,9,2,0,1,0,3.3,3.3,2.25,3.49,3.33,2.3,3.4,3.3,2.15,3.64,3.33,2.24
E0,05/11/2022,Everton,Leicester,0,2,A,0,1,A,D Coote,12,22,2,8,9,5,8,3,0,0,0,0,2.4,3.3,3.0,2.48,3.36,3.12,2.35,3.3,3.0,2.56,3.4,2.96
E0,06/11/2022,Chelsea,Arsenal,0,1,A,0,0,D,M Oliver,5,14,1,2,20,13,4,6,5,2,0,0,2.55,3.4,2.7,2.72,3.5,2.71,2.6,3.25,2.7,2.71,3.48,2.69
E0,06/11/2022,Aston Villa,Man United,3,1,H,2,1,H,A Taylor,6,8,4,3,6,12,3,5,3,3,0,0,3.3,3.8,2.1,3.38,3.63,2.22,3.4,3.5,2.1,3.18,3.57,2.34
E0,06/11/2022,Southampton,Newcastle,1,4,A,0,1,A,S Attwell,16,7,5,4,7,10,8,2,1,0,0,0,4.0,3.6,1.9,4.22,3.71,1.93,3.9,3.6,1.91,4.49,3.8,1.85
E0,06/11/2022,West Ham,Crystal Palace,1,2,A,1,1,D,P Tierney,5,15,2,6,10,7,2,5,1,1,0,0,1.9,3.4,4.2,1.95,3.56,4.34,1.88,3.4,4.2,1.89,3.59,4.6
E0,06/11/2022,Tottenham,Liverpool,1,2,A,0,2,A,A Madley,14,13,5,6,10,8,5,3,0,0,0,0,3.3,3.6,2.1,3.33,3.76,2.19,3.25,3.5,2.15,3.59,3.89,2.05
E0,12/11/2022,Man City,Brentford,1,2,A,1,1,D,P Bankes,29,10,6,8,9,7,10,2,2,2,0,0,1.14,8.0,17.0,1.15,9.28,20.24,1.12,8.5,19.0,1.15,9.0,19.5
E0,12/11/2022,Bournemouth,Everton,3,0,H,2,0,H,C Pawson,16,15,9,3,12,8,3,5,2,0,0,0,2.8,3.25,2.6,2.94,3.32,2.63,2.8,3.1,2.6,2.88,3.26,2.73
E0,12/11/2022,Liverpool,Southampton,3,1,H,3,1,H,S Hooper,15,9,7,5,8,8,6,0,0,2,0,0,1.25,6.5,11.0,1.26,6.49,11.55,1.24,6.0,12.0,1.28,6.66,9.77
E0,12/11/2022,Nott'm Forest,Crystal Palace,1,0,H,0,0,D,J Brooks,9,8,2,0,11,13,1,5,1,4,0,0,3.1,3.1,2.45,3.25,3.31,2.43,3.1,3.2,2.38,3.34,3.2,2.44
E0,12/11/2022,Tottenham,Leeds,4,3,H,1,2,A,M Salisbury,14,12,8,5,8,7,9,2,1,1,0,1,1.65,4.2,4.75,1.67,4.35,5.15,1.6,4.2,5.0,1.65,4.42,5.24
E0,12/11/2022,West Ham,Leicester,0,2,A,0,1,A,J Gillett,18,9,6,6,9,8,7,2,3,1,0,0,2.05,3.4,3.75,2.14,3.56,3.64,2.05,3.5,3.5,1.99,3.68,4.03
E0,12/11/2022,Newcastle,Chelsea,1,0,H,0,0,D,R Jones,10,5,3,2,14,11,5,3,3,2,0,0,2.35,3.4,3.0,2.36,3.53,3.18,2.25,3.4,3.1,2.17,3.46,3.67
E0,12/11/2022,Wolves,Arsenal,0,2,A,0,0,D,S Attwell,11,14,2,4,5,6,6,4,3,2,0,0,6.0,4.2,1.55,6.5,4.3,1.56,6.0,4.2,1.53,6.54,4.22,1.57
