iter	MultiClass
764	0.6736577669
765	0.6733362209
766	0.6729660967
767	0.6726318817
768	0.6723544869
769	0.6719965243
770	0.6717290407
771	0.67149963
772	0.6711329288
773	0.6707482308
774	0.6704878515
775	0.6701978675
776	0.6699453258
777	0.6696169915
778	0.6693056433
779	0.6689386012
780	0.6686716763
781	0.6683023327
782	0.6680507997
783	0.6676693857
784	0.667353491
785	0.6670462931
786	0.6667019894
787	0.6664150433
788	0.6661081069
789	0.6657058516
790	0.6653931083
791	0.6651293697
792	0.6648026926
793	0.6644947345
794	0.6642867497
795	0.6639860748
796	0.6636039977
797	0.6633284748
798	0.6630495418
799	0.6628019817
800	0.6625147513
801	0.6622572988
802	0.662006221
803	0.6616777442
804	0.6613763508
805	0.661058725
806	0.6609966146
807	0.6607133782
808	0.6603805753
809	0.6600899517
810	0.6597591265
811	0.6594838752
812	0.659163038
813	0.6588999816
814	0.6585223366
815	0.658177582
816	0.6577776188
817	0.6574916438
818	0.657173886
819	0.6567780128
820	0.6565352808
821	0.6562913298
822	0.6559892633
823	0.6556868672
824	0.6553781308
825	0.6551782633
826	0.6548864481
827	0.6545180664
828	0.6541085339
829	0.653828481
830	0.6534578491
831	0.653104224
832	0.6527862138
833	0.6524468631
834	0.6520865306
835	0.6518280845
836	0.6514881001
837	0.6511744594
838	0.650822534
839	0.6504604871
840	0.6501775422
841	0.6498597044
842	0.6495702423
843	0.6492412643
844	0.648861148
845	0.6485618044
846	0.6482271091
847	0.647815713
848	0.6474479513
849	0.6470988722
850	0.6467848127
851	0.6464547725
852	0.6461859571
853	0.6458989207
854	0.6455642376
855	0.6452445894
856	0.6449473115
857	0.6446472665
858	0.6443789094
859	0.6440694972
860	0.6437080542
861	0.6433700447
862	0.6430521039
863	0.6428442248
864	0.6426336079
865	0.6423744839
866	0.6420823932
867	0.6418036709
868	0.6414639557
869	0.6411670098
870	0.6407964946
871	0.6405019669
872	0.6401961797
873	0.6399235965
874	0.6396264061
875	0.6392623354
876	0.6389892497
877	0.638629732
878	0.6383224252
879	0.6380415543
880	0.6377776185
881	0.6374982674
882	0.6371772654
883	0.6368499346
884	0.6365763182
885	0.636249401
886	0.6359277557
887	0.6356488046
888	0.6352907845
889	0.6349654371
890	0.6346416198
891	0.6342983831
892	0.6339667769
893	0.6336735626
894	0.6334066829
895	0.6331241658
896	0.6328126165
897	0.6324542785
898	0.63212569
899	0.6317534051
900	0.6314526802
901	0.6312604365
902	0.6309143125
903	0.6306437379
904	0.6303100285
905	0.6299522975
906	0.6296313873
907	0.6292650514
908	0.6288334289
909	0.6285083945
910	0.6282475493
911	0.6279647018
912	0.6276846018
913	0.6275377268
914	0.6271920986
915	0.6269232289
916	0.6266219729
917	0.6262607949
918	0.6259513979
919	0.6257472295
920	0.6254996911
921	0.6251557975
922	0.6248498683
923	0.6245904972
924	0.6243461832
925	0.6240175429
926	0.623765249
927	0.6234270892
928	0.6231984523
929	0.622928562
930	0.622739008
931	0.6224424168
932	0.6221440582
933	0.6217872532
934	0.6214920989
935	0.6211886016
936	0.6207935722
937	0.6205037639
938	0.6201675499
939	0.6199169756
940	0.619594093
941	0.6193652962
942	0.6190587903
943	0.6188022927
944	0.6185069678
945	0.618200472
946	0.6179600836
947	0.6176120367
948	0.6172700816
949	0.6170560958
950	0.6167752046
951	0.6164879545
952	0.6161465902
953	0.6158584219
954	0.6156420035
955	0.6153763007
956	0.6150235008
957	0.6146169788
958	0.6143486616
959	0.6140686721
960	0.6137967264
961	0.613556842
962	0.6132955709
963	0.612879234
964	0.6125926455
965	0.6123934012
966	0.6120575632
967	0.6117710289
968	0.6114540821
969	0.611140311
970	0.6109049056
971	0.6106804177
972	0.6104619125
973	0.6102782109
974	0.6099886089
975	0.6096642003
976	0.6093331203
977	0.6090320787
978	0.608720619
979	0.6084154156
980	0.6080939391
981	0.6077778611
982	0.6074618797
983	0.6071934105
984	0.6069073437
985	0.6065654992
986	0.6063238083
987	0.605960653
988	0.6055967843
989	0.6052043189
990	0.6049431222
991	0.6046612095
992	0.6043113795
993	0.6040997398
994	0.6038343811
995	0.6035788607
996	0.6032562739
997	0.6028925211
998	0.6025546263
999	0.6022366545
