Date,Open,High,Low,Close,Adj Close,Volume
2001-11-26,15.168333053588867,15.168333053588867,15.168333053588867,15.168333053588867,9.476971626281738,0
2001-11-27,15.168333053588867,15.168333053588867,15.168333053588867,15.168333053588867,9.476971626281738,0
2001-11-28,15.168333053588867,15.168333053588867,15.168333053588867,15.168333053588867,9.476971626281738,0
2001-11-29,15.168333053588867,15.168333053588867,15.168333053588867,15.168333053588867,9.476971626281738,0
2001-11-30,15.220000267028809,15.220000267028809,15.220000267028809,15.220000267028809,9.509259223937988,600
2001-12-03,15.220000267028809,15.220000267028809,15.220000267028809,15.220000267028809,9.509259223937988,0
2001-12-04,15.4399995803833,15.4399995803833,15.4399995803833,15.4399995803833,9.646708488464355,600
2001-12-05,15.4399995803833,15.4399995803833,15.4399995803833,15.4399995803833,9.646708488464355,0
2001-12-06,15.686667442321777,15.686667442321777,15.686667442321777,15.686667442321777,9.800821304321289,1200
2001-12-07,15.449999809265137,15.449999809265137,15.356666564941406,15.356666564941406,9.594643592834473,1800
2001-12-10,15.356666564941406,15.356666564941406,15.356666564941406,15.356666564941406,9.594643592834473,0
2001-12-11,15.125,15.125,15.125,15.125,9.449901580810547,1200
2001-12-12,15.050000190734863,15.050000190734863,15.008333206176758,15.008333206176758,9.377006530761719,1800
2001-12-13,15.008333206176758,15.008333206176758,15.008333206176758,15.008333206176758,9.377006530761719,0
2001-12-14,15.008333206176758,15.008333206176758,15.008333206176758,15.008333206176758,9.377006530761719,0
2001-12-17,14.946666717529297,14.946666717529297,14.946666717529297,14.946666717529297,9.377320289611816,0
2001-12-18,15.008333206176758,15.135000228881836,15.008333206176758,15.135000228881836,9.495479583740234,7800
2001-12-19,15.108332633972168,15.233332633972168,15.108332633972168,15.233332633972168,9.557168006896973,14400
2001-12-20,15.233332633972168,15.233332633972168,15.233332633972168,15.233332633972168,9.557168006896973,0
2001-12-21,15.233332633972168,15.233332633972168,15.233332633972168,15.233332633972168,9.557168006896973,0
2001-12-24,15.5,15.5,15.5,15.5,9.724474906921387,600
2001-12-26,15.908332824707031,15.908332824707031,15.908332824707031,15.908332824707031,9.980656623840332,600
2001-12-27,15.908332824707031,15.908332824707031,15.908332824707031,15.908332824707031,9.980656623840332,0
2001-12-28,16.059999465942383,16.059999465942383,16.059999465942383,16.059999465942383,10.075812339782715,600
2001-12-31,15.933333396911621,15.933333396911621,15.933333396911621,15.933333396911621,9.996344566345215,6000
2002-01-02,15.933333396911621,15.933333396911621,15.933333396911621,15.933333396911621,9.996344566345215,0
2002-01-03,15.933333396911621,15.933333396911621,15.933333396911621,15.933333396911621,9.996344566345215,0
2002-01-04,15.699999809265137,15.729999542236328,15.699999809265137,15.729999542236328,9.8687744140625,1800
2002-01-07,15.816666603088379,15.816666603088379,15.816666603088379,15.816666603088379,9.92314624786377,1800
2002-01-08,15.649999618530273,15.649999618530273,15.649999618530273,15.649999618530273,9.818581581115723,600
2002-01-09,15.648332595825195,15.648332595825195,15.648332595825195,15.648332595825195,9.817537307739258,600
2002-01-10,15.648332595825195,15.648332595825195,15.648332595825195,15.648332595825195,9.817537307739258,0
2002-01-11,15.648332595825195,15.648332595825195,15.648332595825195,15.648332595825195,9.817537307739258,0
2002-01-14,15.648332595825195,15.648332595825195,15.648332595825195,15.648332595825195,9.817537307739258,0
2002-01-15,15.648332595825195,15.648332595825195,15.648332595825195,15.648332595825195,9.817537307739258,0
2002-01-16,15.648332595825195,15.648332595825195,15.648332595825195,15.648332595825195,9.817537307739258,0
2002-01-17,15.648332595825195,15.648332595825195,15.648332595825195,15.648332595825195,9.817537307739258,0
2002-01-18,15.648332595825195,15.648332595825195,15.648332595825195,15.648332595825195,9.817537307739258,0
2002-01-22,14.866666793823242,14.866666793823242,14.758333206176758,14.761667251586914,9.26125717163086,10200
2002-01-23,14.761667251586914,14.761667251586914,14.761667251586914,14.761667251586914,9.26125717163086,0
2002-01-24,14.761667251586914,14.761667251586914,14.761667251586914,14.761667251586914,9.26125717163086,0
2002-01-25,14.761667251586914,14.761667251586914,14.761667251586914,14.761667251586914,9.26125717163086,0
2002-01-28,15.433333396911621,15.433333396911621,15.433333396911621,15.433333396911621,9.682652473449707,14400
2002-01-29,15.341667175292969,15.341667175292969,15.341667175292969,15.341667175292969,9.625139236450195,600
2002-01-30,15.341667175292969,15.341667175292969,15.341667175292969,15.341667175292969,9.625139236450195,0
2002-01-31,15.341667175292969,15.341667175292969,15.341667175292969,15.341667175292969,9.625139236450195,0
2002-02-01,15.341667175292969,15.341667175292969,15.341667175292969,15.341667175292969,9.625139236450195,0
2002-02-04,15.341667175292969,15.341667175292969,15.341667175292969,15.341667175292969,9.625139236450195,0
